Game,Date,VOD,Game Moddée,Nombre de joueurs,Nombre de loups,Rôle Traître,Rôle Amoureux,Rôles solo,Camp victorieux,Type de victoire,Nombre de journées,Survivants villageois,Survivants loups (traître inclus),Survivants amoureux,Survivants solo,Liste des gagnants,Récolte,Total récolte,Pourcentage de récolte,Liste des joueurs
99,21/03/2024,lien,FALSE,9,2,,,,Loups,Votes,1,2,2,,,"Lutti, Wingo",325,1200,"27,08%","Ponce, Anaee, Bytell, Khalen, Lutti, Onutrem, Tsuna, Wingo, Flonflon"
100,29/03/2024,lien,FALSE,9,2,,,,Loups,Domination,2,2,2,,,"Anaee, Nahomay",565,1200,"47,08%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo"
101,29/03/2024,lien,FALSE,10,2,,,,Loups,Domination,2,1,2,,,"Khalen, Lutti",440,1200,"36,67%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
102,29/03/2024,lien,FALSE,10,2,,,,Loups,Domination,2,2,2,,,"Khalen, Lutti",755,1200,"62,92%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
103,29/03/2024,lien,FALSE,10,2,,,,Loups,Domination,3,2,2,,,"Khalen, Onutrem",870,1200,"72,50%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
104,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,6,0,,,"Ponce, Onutrem, Anaee, Nahomay, Khalen, Tsuna, Lutti, Heimdalle",520,1200,"43,33%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
105,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Onutrem, Bytell, Anaee, Tsuna, Lutti, Wingo, Heimdalle",470,1200,"39,17%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
106,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,6,0,,,"Ponce, Onutrem, Bytell, Nahomay, Khalen, Tsuna, Lutti, Heimdalle",485,1200,"40,42%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
107,29/03/2024,lien,FALSE,10,2,,,,Loups,Domination,1,2,2,,,"Tsuna, Heimdalle",230,1200,"19,17%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
108,29/03/2024,lien,FALSE,10,2,,,,Loups,Domination,1,2,2,,,"Bytell, Khalen",385,1200,"32,08%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
109,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Onutrem, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo",625,1200,"52,08%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
110,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,6,0,,,"Ponce, Onutrem, Anaee, Nahomay, Khalen, Lutti, Wingo, Heimdalle",640,1200,"53,33%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
111,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,5,0,,,"Ponce, Bytell, Anaee, Nahomay, Khalen, Lutti, Wingo, Heimdalle",495,1200,"41,25%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
112,29/03/2024,lien,FALSE,10,2,,,,Loups,Votes,1,2,2,,,"Lutti, Wingo",240,1200,"20,00%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
113,29/03/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,2,0,,,"Ponce, Onutrem, Bytell, Nahomay, Khalen, Tsuna, Lutti, Heimdalle",735,1200,"61,25%","Ponce, Onutrem, Bytell, Anaee, Nahomay, Khalen, Tsuna, Lutti, Wingo, Heimdalle"
114,05/04/2024,lien,FALSE,10,2,,,,Villageois,Récolte,5,3,1,,,"Ponce, Sakor, Onutrem, LyeGaia, TPK, Lutti, Tsuna, Bytell",1105,1100,"100,45%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
115,05/04/2024,lien,FALSE,10,2,,,,Loups,Domination,2,1,2,,,"TPK, Anaee",650,2000,"32,50%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
116,05/04/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,6,0,,,"Ponce, Sakor, Onutrem, TPK, Nahomay, Lutti, Tsuna, Anaee",525,1500,"35,00%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
117,05/04/2024,lien,FALSE,10,2,,,,Villageois,Votes,1,5,0,,,"Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Anaee, Bytell",255,1500,"17,00%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
118,05/04/2024,lien,FALSE,10,2,,,,Villageois,Déco loup,2,6,0,,,"Ponce, Sakor, Onutrem, LyeGaia, Nahomay, Lutti, Anaee, Bytell",515,1500,"34,33%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
119,05/04/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,2,0,,,"Ponce, Sakor, Onutrem, LyeGaia, Nahomay, Lutti, Tsuna, Bytell",930,1200,"77,50%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
120,05/04/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,4,0,,,"Ponce, Sakor, Onutrem, TPK, Nahomay, Tsuna, Anaee, Bytell",740,1200,"61,67%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
121,05/04/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,3,0,,,"Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Bytell",530,1200,"44,17%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
122,05/04/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,2,6,0,,,"Ponce, Sakor, Onutrem, LyeGaia, TPK, Lutti, Tsuna, Bytell",410,1200,"34,17%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
123,05/04/2024,lien,FALSE,10,2,,,,Loups,Domination,2,2,2,,,"Ponce, LyeGaia",980,1500,"65,33%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
124,05/04/2024,lien,FALSE,10,2,,,,Villageois,Récolte,4,5,1,,,"Ponce, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Bytell",1200,1200,"100,00%","Ponce, Sakor, Onutrem, LyeGaia, TPK, Nahomay, Lutti, Tsuna, Anaee, Bytell"
125,07/05/2024,lien,FALSE,10,2,,,,Loups,Domination,1,1,2,,,"Lutti, Tsuna",175,1200,"14,58%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, TPK, Koka"
126,07/05/2024,lien,FALSE,10,2,,,,Loups,Domination,3,1,2,,,"Lutti, Bytell",780,1200,"65,00%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, TPK, Koka"
127,07/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,5,0,,,"Ponce, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, Koka",700,1300,"53,85%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, TPK, Koka"
128,07/05/2024,lien,FALSE,10,2,,,,Loups,Votes,2,2,2,,,"Ponce, Fukano",540,1300,"41,54%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, TPK, Koka"
129,07/05/2024,lien,FALSE,10,2,,,,Villageois,Récolte,5,3,1,,,"Ponce, Lutti, Kao, Tsuna, Nahomay, Naka, Fukano, TPK",1305,1300,"100,38%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Naka, Fukano, TPK, Koka"
130,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,2,2,0,,,"Bytell, Kao, Tsuna, Nahomay, Fukano, TPK",360,1200,"30,00%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
131,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,4,2,0,,,"Lutti, Kao, Tsuna, Nahomay, Fukano, TPK",1095,1100,"99,55%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
132,07/05/2024,lien,FALSE,8,2,,,,Loups,Votes,3,1,1,,,"Tsuna, Lutti",795,1400,"56,79%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
133,07/05/2024,lien,FALSE,8,2,,,,Villageois,Récolte,4,5,2,,,"Lutti, Bytell, Kao, Tsuna, Fukano, TPK",1400,1400,"100,00%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
134,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Lutti, Kao, Tsuna, Fukano, TPK",645,1400,"46,07%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
135,07/05/2024,lien,FALSE,8,2,,,,Loups,Domination,2,1,2,,,"Nahomay, Bytell",870,1400,"62,14%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
136,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,4,3,0,,,"Ponce, Bytell, Kao, Tsuna, Nahomay, TPK",1025,1400,"73,21%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
137,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,2,5,0,,,"Ponce, Lutti, Bytell, Tsuna, Fukano, TPK",590,1400,"42,14%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
138,07/05/2024,lien,FALSE,8,2,,,,Villageois,Votes,3,3,0,,,"Ponce, Bytell, Tsuna, Nahomay, Fukano, TPK",1000,1400,"71,43%","Ponce, Lutti, Bytell, Kao, Tsuna, Nahomay, Fukano, TPK"
139,22/05/2024,lien,FALSE,10,2,,,,Villageois,Récolte,2,7,2,,,"Ponce, Arkantors, Lutti, Fukano, Kao, Anaee, Koka, Wingo",1400,1400,"100,00%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
140,22/05/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,3,6,0,,,"Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Wingo",1495,1500,"99,67%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
141,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,3,0,,,"Ponce, Arkantors, Fukano, Tsuna, Anaee, Flonflon, Koka, Wingo",440,1600,"27,50%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
142,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,3,0,,,"Arkantors, Lutti, Fukano, Kao, Tsuna, Flonflon, Koka, Wingo",1030,1600,"64,38%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
143,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Arkantors, Lutti, Fukano, Tsuna, Anaee, Flonflon, Koka, Wingo",550,1600,"34,38%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
144,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,7,0,,,"Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Wingo",545,1600,"34,06%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
145,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Lutti, Fukano, Tsuna, Anaee, Flonflon, Koka, Wingo",575,1600,"35,94%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
146,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,3,0,,,"Ponce, Arkantors, Lutti, Fukano, Tsuna, Anaee, Flonflon, Koka",665,1600,"41,56%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
147,22/05/2024,lien,FALSE,10,2,,,,Loups,Domination,2,2,2,,,"Lutti, Kao",610,1600,"38,13%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
148,22/05/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,2,6,0,,,"Ponce, Arkantors, Lutti, Fukano, Tsuna, Anaee, Koka, Wingo",470,1600,"29,38%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
149,22/05/2024,lien,FALSE,10,2,,,,Loups,Domination,2,1,1,,,"Flonflon, Wingo",595,1600,"37,19%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
150,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,2,0,,,"Ponce, Arkantors, Lutti, Fukano, Anaee, Flonflon, Koka, Wingo",955,1600,"59,69%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
151,22/05/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,3,0,,,"Ponce, Arkantors, Lutti, Fukano, Kao, Anaee, Koka, Wingo",1175,1600,"73,44%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
152,22/05/2024,lien,FALSE,10,2,,,,Loups,Domination,2,1,1,,,"Lutti, Tsuna",670,1600,"41,88%","Ponce, Arkantors, Lutti, Fukano, Kao, Tsuna, Anaee, Flonflon, Koka, Wingo"
153,18/06/2024,lien,FALSE,9,2,,,,Villageois,Récolte,4,5,1,,,"Ponce, TPK, Flonflon, Lutti, Koka, Tsuna, Onutrem",1200,1200,"100,00%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
154,18/06/2024,lien,FALSE,9,2,,,,Villageois,Récolte,4,4,1,,,"Ponce, TPK, Flonflon, Lutti, Fukano, Tsuna, Onutrem",1200,1200,"100,00%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
155,18/06/2024,lien,FALSE,9,2,,,,Villageois,Votes,3,3,0,,,"Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Onutrem",865,1600,"54,06%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
156,18/06/2024,lien,FALSE,9,2,,,,Villageois,Récolte,5,5,1,,,"TPK, Bytell, Flonflon, Lutti, Fukano, Tsuna, Onutrem",1605,1600,"100,31%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
157,18/06/2024,lien,FALSE,9,2,,,,Loups,Domination,3,2,2,,,"Bytell, Fukano",1085,1600,"67,81%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
158,18/06/2024,lien,FALSE,9,2,,,,Villageois,Récolte,5,5,1,,,"Ponce, TPK, Bytell, Lutti, Fukano, Tsuna, Onutrem",1605,1600,"100,31%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
159,18/06/2024,lien,FALSE,9,2,,,,Villageois,Votes,3,2,0,,,"Ponce, TPK, Bytell, Flonflon, Fukano, Tsuna, Onutrem",440,1300,"33,85%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
160,18/06/2024,lien,FALSE,9,2,,,,Villageois,Tir du Chasseur,2,4,0,,,"Ponce, TPK, Bytell, Fukano, Koka, Tsuna, Onutrem",255,1300,"19,62%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna, Onutrem"
161,18/06/2024,lien,FALSE,8,2,,,,Loups,Domination,4,2,2,,,"Ponce, Fukano",700,1000,"70,00%","Ponce, TPK, Bytell, Flonflon, Lutti, Fukano, Koka, Tsuna"
162,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Koka, Lutti",305,1400,"21,79%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
163,03/07/2024,lien,FALSE,10,2,,,,Loups,Domination,3,1,1,,,"Koka, Lydiaam",340,1400,"24,29%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
164,03/07/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,4,3,0,,,"Wingo, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna",1115,1400,"79,64%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
165,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,5,0,,,"Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Koka, Lutti",570,1400,"40,71%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
166,03/07/2024,lien,FALSE,10,2,,,,Loups,Domination,3,2,2,,,"Lutti, Bytell",1035,1400,"73,93%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
167,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,5,0,,,"Wingo, Bytell, Kao, Lydiaam, Fukano, Koka, Lutti, Tsuna",1030,1400,"73,57%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
168,03/07/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,2,8,0,,,"Ponce, Bytell, Kao, Arkantors, Lydiaam, Koka, Lutti, Tsuna",650,1400,"46,43%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
169,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,5,0,,,"Ponce, Wingo, Bytell, Kao, Arkantors, Koka, Lutti, Tsuna",910,1400,"65,00%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
170,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,3,0,,,"Ponce, Bytell, Kao, Lydiaam, Fukano, Koka, Lutti, Tsuna",595,1400,"42,50%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
171,03/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,3,0,,,"Ponce, Wingo, Bytell, Kao, Fukano, Koka, Lutti, Tsuna",335,1400,"23,93%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
172,03/07/2024,lien,FALSE,10,2,,,,Loups,Domination,2,1,2,,,"Fukano, Lutti",440,1400,"31,43%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
173,03/07/2024,lien,FALSE,10,2,,,,Loups,Domination,4,0,1,,,"Ponce, Kao",1000,1400,"71,43%","Ponce, Wingo, Bytell, Kao, Arkantors, Lydiaam, Fukano, Koka, Lutti, Tsuna"
174,03/07/2024,lien,FALSE,9,2,,,,Loups,Domination,2,0,2,,,"Ponce, Lutti",425,1400,"30,36%","Ponce, Wingo, Bytell, Kao, Arkantors, Fukano, Koka, Lutti, Tsuna"
175,17/07/2024,lien,FALSE,9,2,,,,Villageois,Votes,2,4,0,,,"Ponce, Bytell, Arkantors, Clem_mlrt, Bidji, AfterNoune, Fukano",560,1400,"40,00%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, AfterNoune, Kao, Fukano"
176,17/07/2024,lien,FALSE,10,2,,,,Loups,Domination,4,2,2,,,"Khalen, Fukano",1280,1400,"91,43%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, AfterNoune, Kao, Fukano, JimmyBoyyy"
177,17/07/2024,lien,FALSE,10,2,,,,Villageois,Récolte,4,8,1,,,"Ponce, Khalen, Bytell, Bidji, AfterNoune, Kao, Fukano, JimmyBoyyy",1400,1400,"100,00%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, AfterNoune, Kao, Fukano, JimmyBoyyy"
178,17/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,5,0,,,"Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, Fukano, JimmyBoyyy",1025,1400,"73,21%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee"
179,17/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,3,0,,,"Ponce, Khalen, Arkantors, Clem_mlrt, Bidji, Fukano, JimmyBoyyy, Mimosa_etoilee",870,1400,"62,14%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Bidji, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee"
180,17/07/2024,lien,FALSE,9,2,,,,Villageois,Votes,2,2,0,,,"Ponce, Khalen, Bytell, Arkantors, Kao, Fukano, Mimosa_etoilee",560,1400,"40,00%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee"
181,17/07/2024,lien,FALSE,9,2,,,,Villageois,Récolte,3,7,1,,,"Khalen, Bytell, Arkantors, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee",1400,1400,"100,00%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee"
182,17/07/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,2,8,0,,,"Ponce, Khalen, Bytell, Arkantors, Kao, Fukano, JimmyBoyyy, Heimdalle",545,1400,"38,93%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee, Heimdalle"
183,17/07/2024,lien,FALSE,10,2,,,,Villageois,Tir du Chasseur,3,5,0,,,"Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, Mimosa_etoilee, Heimdalle",1040,1400,"74,29%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee, Heimdalle"
184,17/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,4,0,,,"Ponce, Khalen, Bytell, Clem_mlrt, Kao, Fukano, Mimosa_etoilee, Heimdalle",1070,1400,"76,43%","Ponce, Khalen, Bytell, Arkantors, Clem_mlrt, Kao, Fukano, JimmyBoyyy, Mimosa_etoilee, Heimdalle"
185,26/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,4,2,0,,,"Wingo, Khalen, Tsuna, Lydiaam, Bytell, Lutti, Fukano, Onutrem",1050,1500,"70,00%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
186,26/07/2024,lien,FALSE,10,2,,,,Villageois,Récolte,4,5,1,,,"Ponce, Wingo, Khalen, Tsuna, Flonflon, Bytell, Lutti, Fukano",1510,1500,"100,67%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
187,26/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,3,7,0,,,"Ponce, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano",715,1500,"47,67%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
188,26/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,2,4,0,,,"Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano",580,1500,"38,67%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
189,26/07/2024,lien,FALSE,10,2,,,,Villageois,Votes,4,3,0,,,"Ponce, Wingo, Khalen, Lydiaam, Flonflon, Bytell, Lutti, Fukano",1100,1500,"73,33%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
190,26/07/2024,lien,FALSE,10,2,FALSE,FALSE,,Villageois,Votes,3,4,0,FALSE,,"Wingo, Khalen, Tsuna, Lydiaam, Bytell, Lutti, Fukano, Onutrem",865,1500,"57,67%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano, Onutrem"
191,26/07/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,3,1,2,FALSE,,"Flonflon, Fukano",1105,1400,"78,93%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano"
192,26/07/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,1,1,2,FALSE,,"Wingo, Bytell",250,1400,"17,86%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano"
193,26/07/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,6,0,FALSE,,"Ponce, Wingo, Khalen, Tsuna, Bytell, Lutti, Fukano",655,1400,"46,79%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano"
194,26/07/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Votes,2,2,2,FALSE,,"Ponce, Flonflon",980,1400,"70,00%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano"
195,26/07/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,2,0,FALSE,,"Wingo, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano",560,1400,"40,00%","Ponce, Wingo, Khalen, Tsuna, Lydiaam, Flonflon, Bytell, Lutti, Fukano"
196,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Loups,Domination,3,1,1,FALSE,,"Ponce, Flonflon",1120,1200,"93,33%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
197,21/08/2024,lien,FALSE,9,2,FALSE,FALSE,,Villageois,Votes,2,4,0,FALSE,,"Khalen, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon",915,1200,"76,25%","Ponce, Khalen, Lutti, Fukano, Arkantors, Kao, Tsuna, Brybry, Flonflon"
